,offer_accepted,reward,mailer_type,income_level,#_bank_accounts_open,overdraft_protection,credit_rating,#_credit_cards_held,#_homes_owned,household_size,own_your_home,average_balance
3707,Yes,Air Miles,Postcard,High,1,No,High,2,1,3,No,7.042504679533751
3708,Yes,Air Miles,Letter,Low,more than 1,No,High,2,1,5,Yes,7.093404625868766
3709,No,Points,Postcard,Low,1,Yes,Medium,2,1,3,Yes,7.14775594736277
3710,No,Air Miles,Letter,Medium,1,No,Low,1,more than 1,4,No,6.96979066990159
3711,No,Points,Postcard,Medium,1,No,Medium,1,more than 1,5,Yes,6.536691597591305
3712,No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,6.76935490924611
3713,No,Cash Back,Postcard,Medium,1,No,High,more than 2,more than 1,3,Yes,6.822469684699777
3714,No,Cash Back,Letter,High,1,No,Medium,1,1,3,Yes,6.989565654179703
3715,No,Air Miles,Postcard,Low,1,No,High,1,1,3,Yes,7.202847329608931
3716,No,Points,Postcard,Medium,more than 1,Yes,Low,more than 2,1,3,Yes,7.0192966537150445
3717,No,Cash Back,Letter,Low,1,No,Low,1,1,3,No,6.984253249954862
3718,No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,6.886020786836131
3719,No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,2,Yes,6.904499986261464
3720,No,Points,Letter,High,1,No,Medium,2,1,5,Yes,6.9241206330684015
3721,No,Cash Back,Letter,Medium,more than 1,No,Medium,1,1,4,Yes,7.091326055176523
3722,No,Points,Postcard,Medium,1,No,High,2,1,2,Yes,6.732806476517595
3723,No,Cash Back,Postcard,Low,1,No,Low,more than 2,1,3,No,7.005789019253503
3724,No,Points,Postcard,Low,1,No,High,2,1,4,No,7.067532954674527
3725,No,Points,Letter,Medium,more than 1,No,Medium,1,1,4,Yes,6.678027599790912
3726,No,Points,Postcard,Medium,1,No,High,1,1,4,No,7.198370545411359
3727,No,Air Miles,Letter,Low,1,Yes,High,2,1,3,Yes,6.492239835020471
3728,No,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,7.122665025369243
3729,No,Points,Postcard,High,more than 1,No,Low,1,1,3,No,6.595780513961311
3730,No,Points,Letter,High,1,No,Low,more than 2,more than 1,2,Yes,7.036368346450113
3731,No,Air Miles,Letter,High,1,No,High,1,1,4,Yes,7.063476153978913
3732,No,Air Miles,Letter,High,more than 1,No,Low,2,more than 1,3,No,7.020190708311925
3733,No,Cash Back,Letter,High,1,No,High,1,1,3,Yes,7.0779199055054605
3734,No,Air Miles,Letter,High,1,No,Low,2,1,6,No,7.078552349924138
3735,No,Air Miles,Letter,Medium,more than 1,No,Low,more than 2,1,6,No,6.995308175989998
3736,No,Points,Letter,High,1,No,High,1,1,3,Yes,7.058543168104206
3737,No,Points,Letter,Medium,1,No,High,more than 2,1,3,Yes,6.900730664045173
3738,No,Points,Letter,Medium,more than 1,No,Medium,2,1,5,Yes,6.906754778648554
3739,No,Air Miles,Postcard,High,more than 1,No,Medium,more than 2,1,3,No,6.645740953278934
3740,No,Points,Letter,Low,1,No,Medium,1,1,4,Yes,6.740223807660818
3741,No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,6.935127225777988
3742,No,Air Miles,Letter,Medium,1,No,Low,more than 2,1,2,Yes,6.916467219584159
3743,No,Cash Back,Letter,High,1,No,Low,2,more than 1,5,Yes,6.466922027036182
3744,No,Air Miles,Letter,High,more than 1,No,Low,2,1,4,No,7.0372472742148915
3745,No,Points,Postcard,High,1,No,Medium,more than 2,1,2,Yes,7.079816040067031
3746,No,Air Miles,Postcard,Low,1,No,Medium,more than 2,1,4,No,6.866672833880907
3747,No,Air Miles,Postcard,High,more than 1,No,Low,2,more than 1,4,Yes,6.912742820493176
3748,No,Air Miles,Postcard,Medium,1,No,Low,1,1,6,No,6.910002751522616
3749,No,Cash Back,Letter,High,1,No,Medium,more than 2,1,3,Yes,6.684924178849973
3750,No,Points,Letter,High,1,No,Medium,2,more than 1,4,Yes,6.974712747107018
3751,No,Points,Postcard,High,1,No,High,more than 2,more than 1,1,No,7.068384924907105
3752,No,Air Miles,Postcard,Medium,1,No,Medium,more than 2,1,3,Yes,6.764750584565133
3753,No,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,6.985410523547741
3754,No,Cash Back,Letter,High,1,No,High,1,1,2,Yes,6.602587892189336
3755,No,Air Miles,Postcard,Medium,1,Yes,High,2,more than 1,3,Yes,6.968850378341948
3756,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,6.966967138613983
3757,No,Cash Back,Postcard,Medium,1,No,High,2,1,4,Yes,6.698268054115413
3758,No,Points,Postcard,Medium,more than 1,No,Medium,more than 2,1,4,Yes,6.561737629517393
3759,No,Air Miles,Letter,Medium,1,No,High,more than 2,more than 1,3,Yes,7.069448867980125
3760,No,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,6.927802974285915
3761,No,Cash Back,Letter,High,1,No,Medium,1,more than 1,5,No,7.147362556327012
3762,No,Points,Letter,Medium,1,No,Low,more than 2,1,2,Yes,6.6123769998958855
3763,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,6.948177193481053
3764,No,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,6.816735880594968
3765,No,Points,Postcard,High,1,Yes,Medium,more than 2,more than 1,4,No,6.914234245079846
3766,No,Air Miles,Letter,High,1,No,Medium,1,1,3,Yes,7.0326242610280065
3767,No,Air Miles,Letter,Medium,1,No,Low,1,1,3,Yes,7.091326055176523
3768,No,Points,Letter,Medium,1,No,High,2,more than 1,4,No,6.555356891810665
3769,No,Air Miles,Letter,Medium,1,Yes,High,1,1,2,Yes,7.154615356913663
3770,No,Air Miles,Letter,Medium,1,No,High,more than 2,1,1,Yes,7.114159506292049
3771,No,Cash Back,Postcard,High,1,No,High,more than 2,1,5,Yes,6.880384082186005
3772,No,Points,Postcard,Low,1,No,Medium,2,1,5,Yes,6.992785528166713
3773,No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,6.617402977974478
3774,No,Points,Letter,Low,1,No,High,1,more than 1,5,Yes,6.878841268817495
3775,No,Air Miles,Letter,Medium,1,No,Low,2,more than 1,5,Yes,6.929272122444386
3776,No,Points,Letter,High,more than 1,No,High,2,1,5,Yes,6.789534647594706
3777,No,Air Miles,Letter,Medium,1,Yes,High,2,1,5,No,6.866933284461882
3778,Yes,Cash Back,Postcard,Low,1,No,Low,more than 2,more than 1,5,Yes,6.962006693814053
3779,No,Points,Postcard,Medium,1,No,High,2,more than 1,5,Yes,6.715989263360183
3780,No,Air Miles,Postcard,Medium,more than 1,No,High,2,1,5,Yes,6.852242569051878
3781,No,Points,Letter,Medium,1,No,High,2,1,2,Yes,6.672032945461067
3782,No,Air Miles,Letter,Medium,1,No,High,2,1,4,Yes,6.820562067279759
3783,No,Cash Back,Postcard,High,1,No,Low,1,more than 1,5,Yes,6.53451531816871
3784,No,Points,Letter,Medium,1,No,High,2,1,3,Yes,6.497151993017849
3785,No,Cash Back,Postcard,Low,1,No,Low,more than 2,1,4,Yes,7.096928310725193
3786,No,Air Miles,Letter,Medium,more than 1,No,Low,more than 2,1,2,No,6.930983405101344
3787,No,Air Miles,Letter,Medium,1,No,High,more than 2,1,4,No,7.117813590747692
3788,No,Air Miles,Letter,Medium,1,No,Low,2,1,5,Yes,6.596121985707843
3789,No,Points,Postcard,Low,1,No,Low,1,1,4,Yes,7.1766367219702
3790,No,Air Miles,Postcard,Medium,1,No,Low,2,1,2,Yes,6.4357496470657285
3791,No,Cash Back,Postcard,High,more than 1,No,Low,1,1,4,Yes,6.919436783755975
3792,No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,6.871869000417728
3793,No,Points,Postcard,Medium,1,Yes,Low,2,more than 1,3,No,7.098788776378113
3794,No,Points,Postcard,Medium,1,No,High,more than 2,1,5,Yes,6.783891291759751
3795,No,Cash Back,Letter,High,more than 1,No,High,2,1,5,Yes,7.140453043101158
3796,No,Cash Back,Postcard,Medium,1,No,High,2,more than 1,2,Yes,7.070086690899589
3797,Yes,Cash Back,Letter,Low,1,No,Medium,2,1,3,Yes,6.883462586413092
3798,No,Points,Letter,Low,1,Yes,Medium,2,1,4,Yes,6.926086235666861
3799,No,Cash Back,Postcard,Medium,more than 1,No,Low,2,1,4,No,6.7733663759434855
3800,No,Points,Postcard,Medium,1,No,High,1,more than 1,3,Yes,7.020190708311925
3801,No,Cash Back,Letter,Low,1,No,Low,more than 2,1,2,Yes,6.868754541632405
3802,No,Cash Back,Postcard,High,1,No,Low,2,more than 1,2,Yes,6.911000009147026
3803,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,6.977980723871634
3804,No,Cash Back,Letter,Low,1,No,Low,2,more than 1,5,No,6.551437414140218
3805,No,Points,Postcard,Low,1,No,High,2,1,5,Yes,6.7733663759434855
3806,No,Air Miles,Postcard,Medium,1,No,High,more than 2,1,3,Yes,7.17127272443462
3807,No,Air Miles,Letter,Medium,more than 1,No,High,2,more than 1,3,No,6.890100343743416
3808,No,Cash Back,Letter,Medium,more than 1,No,Medium,2,1,5,Yes,7.022868086082641
3809,No,Air Miles,Letter,Medium,more than 1,Yes,Medium,more than 2,more than 1,1,Yes,6.708999415724757
3810,No,Cash Back,Postcard,High,1,No,High,1,1,2,No,7.067746015291078
3811,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,2,Yes,6.741995810487161
3812,No,Points,Letter,Low,1,No,High,2,1,5,No,7.5172490745448295
3813,No,Cash Back,Postcard,Medium,more than 1,No,Low,more than 2,1,4,Yes,7.058543168104206
3814,No,Cash Back,Postcard,Medium,more than 1,No,High,more than 2,1,3,Yes,7.174149872290662
3815,No,Cash Back,Letter,Medium,more than 1,No,High,1,1,2,Yes,7.14401246944173
3816,No,Cash Back,Letter,Medium,1,No,Low,2,1,4,No,6.714777141999654
3817,No,Cash Back,Letter,High,more than 1,No,Low,2,1,3,Yes,7.232010331664759
3818,No,Cash Back,Letter,High,more than 1,No,High,1,1,3,No,6.674876998571031
3819,Yes,Points,Postcard,Medium,1,No,Medium,1,more than 1,4,No,7.0904934156613075
3820,No,Cash Back,Letter,Medium,1,Yes,High,2,1,4,No,6.9930151229329605
3821,No,Points,Postcard,High,more than 1,No,Medium,2,1,5,No,6.5606769965737
3822,No,Points,Postcard,Medium,1,No,High,2,more than 1,5,No,7.13528917859764
3823,No,Points,Postcard,High,1,No,Low,2,1,4,Yes,7.189356399867916
3824,No,Cash Back,Letter,High,1,No,High,2,1,3,No,6.8829501600631655
3825,No,Air Miles,Postcard,High,1,No,High,1,1,2,No,6.872905001546391
3826,No,Air Miles,Postcard,High,1,No,Medium,more than 2,1,3,No,6.923628628138427
3827,No,Cash Back,Postcard,Medium,1,No,Medium,more than 2,1,3,Yes,6.5475025136955205
3828,No,Air Miles,Letter,Medium,1,No,Medium,1,more than 1,4,No,7.140651121739025
3829,No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,6.614390423394858
3830,No,Points,Letter,Low,more than 1,No,Low,2,more than 1,4,Yes,7.214320438435419
3831,No,Air Miles,Letter,High,1,Yes,Low,2,1,3,No,6.860401582598667
3832,No,Points,Postcard,High,1,No,Low,1,1,3,Yes,6.9598732332442435
3833,Yes,Points,Letter,Low,more than 1,No,Low,1,1,4,Yes,6.44532291523272
3834,No,Points,Postcard,High,1,No,Medium,2,1,3,Yes,7.005562338985049
3835,No,Cash Back,Postcard,High,1,Yes,High,2,1,3,Yes,6.670132406403093
3836,No,Cash Back,Letter,Medium,1,No,Low,1,more than 1,5,Yes,7.069023426578259
3837,No,Cash Back,Letter,Low,1,No,High,2,1,4,Yes,7.05142262879455
3838,No,Points,Letter,Medium,1,No,High,more than 2,1,4,Yes,6.932447891572509
3839,No,Cash Back,Letter,Low,1,No,High,1,more than 1,4,Yes,7.221470528480734
3840,No,Points,Letter,Medium,1,No,Low,1,1,3,Yes,6.519147287940395
3841,No,Cash Back,Postcard,Medium,more than 1,No,Medium,1,1,2,Yes,6.847474348097207
3842,No,Points,Letter,Medium,1,No,Low,2,1,2,No,6.826545223556594
3843,No,Air Miles,Letter,Medium,1,No,Medium,more than 2,1,4,Yes,7.104554854956745
3844,No,Cash Back,Postcard,Low,1,No,Low,more than 2,1,5,Yes,6.964135612418245
3845,No,Points,Postcard,Medium,1,Yes,Medium,1,1,2,Yes,6.9474566458336895
3846,No,Air Miles,Letter,High,1,No,Low,2,more than 1,5,No,6.783891291759751
3847,Yes,Air Miles,Letter,Low,1,No,Low,1,1,3,No,6.9474566458336895
3848,No,Air Miles,Postcard,Medium,more than 1,No,High,2,more than 1,5,Yes,7.148345743900068
3849,No,Air Miles,Postcard,Low,1,Yes,Low,2,more than 1,5,Yes,6.879098569732332
3850,No,Cash Back,Letter,High,more than 1,No,High,2,1,4,Yes,6.867453982208612
3851,No,Points,Postcard,Low,1,No,High,2,more than 1,4,Yes,6.623733167361843
3852,No,Air Miles,Postcard,High,more than 1,No,High,2,1,5,Yes,6.641834698311869
3853,No,Cash Back,Letter,High,more than 1,No,High,1,1,3,Yes,6.866151729127062
3854,No,Air Miles,Letter,Low,more than 1,No,Low,2,1,2,No,7.0357086432925975
3855,No,Points,Letter,Medium,more than 1,No,Medium,more than 2,1,4,Yes,6.698884386954646
3856,No,Air Miles,Letter,Medium,1,Yes,High,2,1,3,Yes,6.939011668632691
3857,No,Cash Back,Letter,Medium,1,No,High,2,1,2,No,6.658331918647447
3858,No,Points,Letter,Medium,1,No,High,2,1,3,Yes,6.725933597229833
3859,No,Cash Back,Postcard,Medium,more than 1,No,High,2,more than 1,5,Yes,7.015936811826665
3860,No,Points,Postcard,Medium,1,Yes,High,1,1,2,Yes,6.810693566139006
3861,No,Air Miles,Letter,Low,1,Yes,High,1,1,3,Yes,7.136880901973894
3862,No,Points,Letter,Medium,1,Yes,Low,more than 2,1,2,Yes,7.0806576138596
3863,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,Yes,6.595438925571996
3864,No,Points,Letter,Low,1,No,Low,1,more than 1,3,Yes,6.482342533064276
3865,No,Points,Postcard,High,more than 1,Yes,Medium,1,more than 1,5,Yes,7.028201432058005
3866,No,Points,Letter,High,1,No,High,1,more than 1,5,No,7.038783541388542
3867,No,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,7.157930169347377
3868,Yes,Points,Letter,Medium,1,No,Low,2,1,3,Yes,6.952489610322308
3869,No,Cash Back,Letter,Low,1,No,High,more than 2,1,4,Yes,6.979843355376391
3870,No,Points,Letter,Medium,1,No,Low,more than 2,1,3,Yes,6.949376953672957
3871,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,6.881154597184958
3872,No,Air Miles,Postcard,Medium,1,No,Low,2,1,2,Yes,6.949376953672957
3873,Yes,Cash Back,Postcard,Low,more than 1,No,Low,1,1,4,No,6.973308909721576
3874,No,Cash Back,Letter,Medium,more than 1,Yes,Medium,2,1,4,No,7.031078495014136
3875,No,Points,Letter,Medium,1,No,Medium,1,1,5,Yes,7.061977384829925
3876,No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,6.650279048587422
3877,No,Air Miles,Letter,Low,1,No,Medium,2,1,4,Yes,6.732508635860144
3878,No,Cash Back,Letter,Medium,1,No,Low,2,more than 1,4,No,6.988874330266929
3879,No,Points,Letter,Low,1,No,Medium,1,1,3,No,6.954638864880987
3880,No,Air Miles,Letter,Low,1,No,Low,2,1,3,Yes,7.090701640544934
3881,No,Cash Back,Postcard,Low,1,No,High,1,1,3,No,6.751393823857714
3882,No,Air Miles,Letter,High,1,No,High,2,1,3,Yes,6.809591030194905
3883,No,Cash Back,Letter,High,more than 1,No,High,2,1,2,Yes,7.404583393104274
3884,No,Cash Back,Postcard,Medium,1,No,Medium,more than 2,1,4,Yes,6.832762299940707
3885,No,Cash Back,Postcard,High,1,No,Low,2,1,4,Yes,7.003747044635864
3886,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,Yes,6.834108738813838
3887,No,Air Miles,Letter,Medium,1,No,High,1,1,4,No,7.513845626973909
3888,No,Cash Back,Postcard,Medium,1,Yes,Medium,1,more than 1,3,No,6.8775537702490155
3889,No,Points,Letter,Medium,1,No,Medium,2,1,6,Yes,6.850655686941565
3890,No,Points,Letter,Low,more than 1,Yes,High,more than 2,1,3,Yes,6.986335379104994
3891,No,Cash Back,Letter,High,more than 1,Yes,Low,more than 2,1,4,Yes,6.646390514847729
3892,No,Air Miles,Letter,Medium,1,No,Medium,more than 2,1,3,Yes,7.207674669098396
3893,No,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,7.06069093525285
3894,Yes,Cash Back,Letter,Medium,1,No,Low,1,1,4,Yes,6.841615476477592
3895,No,Points,Letter,High,1,No,Medium,2,more than 1,4,No,7.2856778840839
3896,No,Air Miles,Postcard,High,more than 1,No,High,2,more than 1,4,No,6.7595452518169505
3897,No,Air Miles,Postcard,Low,1,No,Medium,2,1,4,No,6.463809184055691
3898,No,Cash Back,Postcard,Medium,1,No,Low,2,more than 1,4,Yes,6.890609120147166
3899,No,Air Miles,Letter,High,1,Yes,High,2,1,5,No,7.210264385677087
3900,No,Air Miles,Postcard,High,more than 1,No,Low,1,1,3,No,6.908255154023788
3901,No,Points,Letter,Medium,1,No,Medium,more than 2,1,3,Yes,6.90600374594333
3902,Yes,Points,Letter,Medium,1,No,Low,1,more than 1,5,No,6.907755278982137
3903,No,Points,Postcard,Medium,more than 1,No,Medium,1,1,1,Yes,6.862496372576522
3904,No,Air Miles,Letter,Low,1,No,High,2,more than 1,1,Yes,7.030194126174715
3905,No,Points,Letter,Medium,1,No,High,1,1,2,No,6.80599937002775
3906,No,Air Miles,Postcard,High,1,No,High,2,1,5,No,6.900478870011361
3907,No,Points,Letter,Medium,1,Yes,Low,2,more than 1,4,No,7.069023426578259
3908,No,Cash Back,Letter,Low,more than 1,No,Medium,2,1,4,Yes,6.757804102218633
3909,No,Air Miles,Postcard,Low,1,No,High,more than 2,1,4,Yes,7.097342046767504
3910,No,Cash Back,Postcard,Medium,1,No,Medium,1,more than 1,4,No,6.962006693814053
3911,No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,3,No,7.044469102297959
3912,No,Air Miles,Postcard,Low,1,Yes,Medium,2,1,4,Yes,6.854090754396444
3913,No,Air Miles,Letter,High,more than 1,Yes,Low,2,1,5,Yes,6.9280479822498995
3914,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,6.850390961592566
3915,No,Cash Back,Letter,High,1,Yes,Low,more than 2,1,5,Yes,7.305860032684009
3916,No,Points,Letter,Low,1,No,Low,more than 2,1,4,Yes,6.880640986490565
3917,No,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,6.589957582625733
3918,No,Cash Back,Postcard,Medium,1,No,High,more than 2,1,1,Yes,6.8128949979581765
3919,No,Points,Postcard,Medium,more than 1,No,Low,1,1,3,Yes,7.008731196322139
3920,No,Cash Back,Postcard,High,more than 1,No,Medium,more than 2,1,2,Yes,7.156371626269378
3921,No,Cash Back,Letter,Medium,1,No,Low,more than 2,more than 1,4,No,6.522827822091521
3922,No,Air Miles,Postcard,High,1,No,High,2,1,3,No,6.791783102729716
3923,No,Points,Letter,Medium,1,No,Low,2,1,4,No,6.941431805341521
3924,No,Points,Letter,Low,1,No,Medium,1,1,5,Yes,7.2474366465442985
3925,No,Air Miles,Letter,High,1,No,Medium,1,1,1,No,7.027314514039777
3926,No,Air Miles,Postcard,Medium,1,No,Medium,2,more than 1,4,No,6.5478608724164316
3927,No,Air Miles,Letter,Low,1,No,High,2,1,5,No,7.097755611703093
3928,No,Cash Back,Postcard,Low,more than 1,No,High,1,more than 1,3,Yes,6.834646807161499
3929,No,Air Miles,Postcard,Low,more than 1,No,High,2,1,6,Yes,6.988643782715475
3930,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,7.190864411463781
3931,No,Air Miles,Letter,Medium,1,No,Low,2,1,4,Yes,6.728927611442439
3932,No,Air Miles,Letter,Low,more than 1,No,Medium,2,1,4,Yes,6.814817283322868
3933,No,Cash Back,Letter,Low,1,No,Low,1,1,2,No,7.193685818395112
3934,No,Air Miles,Letter,Medium,1,No,High,1,more than 1,5,No,7.106606137727303
3935,No,Cash Back,Letter,Low,more than 1,No,Low,2,more than 1,4,Yes,6.890609120147166
3936,No,Points,Letter,Low,1,No,Low,1,more than 1,4,Yes,6.603266088213975
3937,No,Points,Postcard,High,1,No,Low,1,1,2,No,6.70073110954781
3938,No,Air Miles,Postcard,Medium,1,No,Low,2,more than 1,4,Yes,7.13189833062943
3939,No,Points,Postcard,Medium,1,No,Medium,2,1,1,Yes,6.852770970649377
3940,No,Air Miles,Letter,Low,1,No,High,2,1,5,Yes,6.941431805341521
3941,No,Points,Postcard,Low,1,No,Medium,2,1,2,Yes,6.917953103958583
3942,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,7.06497268018018
3943,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,7.029530335908058
3944,No,Cash Back,Postcard,Medium,1,No,Low,1,more than 1,5,No,7.029087564149662
3945,No,Cash Back,Postcard,Low,1,No,Medium,2,1,3,No,7.0431599159883405
3946,No,Air Miles,Postcard,Medium,1,No,Low,2,1,3,No,6.934153752836668
3947,No,Air Miles,Postcard,Medium,more than 1,Yes,Medium,2,1,4,Yes,6.7903784108285645
3948,No,Cash Back,Postcard,Medium,1,No,High,1,more than 1,3,Yes,6.982862751468942
3949,No,Air Miles,Letter,Medium,more than 1,No,High,2,1,3,Yes,6.948177193481053
3950,No,Air Miles,Letter,Medium,more than 1,No,Low,2,1,3,Yes,7.026870759872299
3951,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,6.758965205396975
3952,No,Points,Letter,Low,1,No,Medium,2,1,3,Yes,6.902742737158593
3953,No,Points,Letter,Low,1,No,Medium,1,1,6,Yes,6.841615476477592
3954,No,Points,Letter,Low,1,No,High,2,1,3,Yes,7.392801449760641
3955,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,2,No,7.126489121807647
3956,Yes,Points,Postcard,Medium,more than 1,No,Low,more than 2,1,4,No,6.9172104377528925
3957,Yes,Air Miles,Postcard,Low,1,Yes,High,2,1,4,Yes,7.238317227063617
3958,No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,6.969320634640292
3959,No,Cash Back,Postcard,High,1,No,Low,2,1,1,No,6.996681488176539
3960,No,Air Miles,Letter,Low,1,No,High,2,1,3,Yes,7.201357293944908
3961,No,Points,Postcard,Medium,1,No,High,1,1,4,No,6.85751406254539
3962,No,Points,Letter,Medium,1,No,Medium,more than 2,1,1,No,6.836259277277067
3963,No,Air Miles,Postcard,Medium,1,No,High,1,1,3,No,6.646715137476777
3964,No,Air Miles,Postcard,High,1,No,High,2,1,3,Yes,6.974712747107018
3965,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,No,6.942398222425677
3966,No,Cash Back,Postcard,Medium,more than 1,No,High,more than 2,1,2,Yes,7.345526221842217
3967,No,Cash Back,Letter,Medium,more than 1,No,Medium,2,1,5,Yes,7.156761489822074
3968,No,Points,Postcard,Low,1,No,Medium,1,1,3,No,6.95868600765068
3969,No,Points,Postcard,Medium,1,No,Medium,more than 2,1,4,Yes,7.032182857357189
3970,No,Points,Letter,Low,1,No,Medium,1,1,3,Yes,6.898209866138606
3971,No,Cash Back,Letter,High,1,No,High,2,1,5,Yes,6.615730457096219
3972,No,Air Miles,Postcard,Medium,1,No,High,2,1,2,No,7.234357538664577
3973,No,Cash Back,Letter,High,1,No,Low,2,more than 1,3,Yes,6.93171591642698
3974,No,Points,Letter,Low,1,No,Medium,2,1,2,No,6.9726062513017535
3975,No,Cash Back,Letter,Medium,1,No,Low,more than 2,1,4,Yes,6.75110146893676
3976,No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,6.513230110912307
3977,No,Points,Letter,High,more than 1,No,Low,more than 2,1,5,Yes,6.8966943316227125
3978,No,Cash Back,Letter,High,1,Yes,Low,2,more than 1,4,Yes,6.907505247726927
3979,No,Air Miles,Letter,Low,1,No,Medium,2,1,3,No,7.290122335844324
3980,No,Cash Back,Letter,High,1,No,Low,more than 2,1,3,Yes,6.866151729127062
3981,No,Points,Postcard,Medium,more than 1,No,High,2,1,4,Yes,7.298445101508147
3982,No,Air Miles,Postcard,Low,1,No,Low,2,1,6,Yes,6.578556526327422
3983,No,Cash Back,Letter,Low,1,No,High,2,1,4,No,6.899975091663174
3984,No,Air Miles,Postcard,High,more than 1,No,High,2,1,3,Yes,6.712652387823449
3985,No,Cash Back,Postcard,Medium,1,No,Low,1,1,3,No,7.000562328568344
3986,No,Points,Letter,Medium,1,No,High,more than 2,more than 1,4,Yes,7.3098814858247865
3987,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,6.661854740545311
3988,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,7.142036574706803
3989,No,Points,Letter,Medium,1,No,Medium,1,more than 1,3,Yes,7.049905671086815
3990,No,Air Miles,Letter,High,1,No,Low,2,1,5,Yes,7.020414097121075
3991,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,6.630683385642372
3992,No,Cash Back,Postcard,Medium,1,Yes,High,2,1,4,Yes,7.075174681523985
3993,No,Points,Letter,Medium,more than 1,No,High,1,1,3,No,7.16142803533117
3994,No,Cash Back,Letter,Medium,1,Yes,Medium,2,1,3,Yes,7.473211123399243
3995,No,Cash Back,Letter,High,more than 1,No,Medium,1,1,5,Yes,6.683673787939951
3996,No,Points,Postcard,High,1,No,Low,2,1,3,No,6.622071209193029
3997,No,Points,Postcard,Medium,1,No,Low,1,more than 1,2,No,6.9134888108298975
3998,No,Cash Back,Postcard,High,1,No,Low,1,more than 1,4,Yes,6.929027414257677
3999,No,Points,Letter,Medium,1,No,High,1,1,4,Yes,6.826274037114254
4000,No,Cash Back,Postcard,High,1,No,Medium,2,1,2,Yes,6.97307474510278
4001,No,Air Miles,Postcard,Low,1,No,Medium,1,1,5,No,6.853826936956581
4002,Yes,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,6.97844670710467
4003,No,Cash Back,Postcard,High,1,Yes,Medium,2,1,4,No,6.556067876554444
4004,No,Points,Postcard,High,1,No,Low,2,1,3,Yes,6.677398273149626
4005,No,Points,Letter,Low,1,No,Low,1,1,6,Yes,6.993244664997552
4006,No,Cash Back,Letter,Low,more than 1,Yes,High,2,1,5,Yes,7.169734854081545
4007,No,Cash Back,Letter,Low,1,No,Low,2,more than 1,2,Yes,6.511373789607015
4008,No,Points,Letter,High,1,Yes,Low,1,1,3,Yes,7.168387274707339
4009,No,Cash Back,Letter,High,more than 1,No,Medium,2,1,3,Yes,6.9985096422506015
4010,No,Points,Letter,Medium,1,No,High,more than 2,more than 1,5,No,6.934640607763519
4011,No,Cash Back,Postcard,Low,1,No,High,2,1,4,Yes,6.8664123154477545
4012,No,Cash Back,Postcard,Medium,1,No,High,1,1,4,Yes,6.901234061991872
4013,No,Air Miles,Postcard,Low,1,No,Medium,2,1,5,No,6.863280788880307
4014,No,Air Miles,Postcard,Low,1,No,Low,2,1,3,Yes,6.824373670043086
4015,No,Air Miles,Postcard,Medium,1,No,High,1,1,2,Yes,6.975180255296927
4016,No,Cash Back,Letter,Low,1,No,High,more than 2,1,4,Yes,6.880897824812254
4017,No,Air Miles,Postcard,Medium,more than 1,No,High,1,1,5,Yes,6.863803391452954
4018,No,Cash Back,Letter,Medium,1,No,High,2,1,5,No,6.5546454012079005
4019,No,Cash Back,Letter,Medium,more than 1,No,Low,2,1,4,Yes,7.086737934510577
