,offer_accepted,reward,mailer_type,income_level,#_bank_accounts_open,overdraft_protection,credit_rating,#_credit_cards_held,#_homes_owned,household_size,own_your_home,average_balance
3450,No,Points,Postcard,Low,more than 1,No,High,2,1,5,Yes,6.605636158732587
3451,No,Cash Back,Letter,High,more than 1,No,Low,2,1,4,Yes,7.039222041724443
3452,No,Cash Back,Postcard,Low,1,Yes,Low,1,more than 1,2,No,6.950096119471662
3453,No,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,7.063690080602897
3454,No,Air Miles,Letter,High,more than 1,Yes,Low,1,1,5,Yes,6.851449442771043
3455,No,Cash Back,Postcard,High,1,No,Low,2,1,5,No,7.0486035875695165
3456,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,Yes,6.999194339298919
3457,No,Points,Postcard,Medium,1,No,Low,2,1,4,Yes,6.591330737664702
3458,No,Points,Letter,High,1,No,Medium,2,1,3,Yes,6.939980426276874
3459,No,Cash Back,Letter,Medium,1,No,Medium,1,1,5,Yes,6.55250788703459
3460,No,Points,Letter,Medium,more than 1,Yes,High,1,more than 1,5,Yes,6.762440447817278
3461,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,Yes,6.905252148764019
3462,No,Points,Letter,High,more than 1,No,High,2,1,3,Yes,6.929027414257677
3463,No,Points,Letter,Medium,1,Yes,Medium,1,1,3,Yes,7.080867896690782
3464,No,Air Miles,Postcard,High,1,No,Low,2,1,5,Yes,6.640529215097739
3465,No,Cash Back,Letter,High,more than 1,No,High,more than 2,1,5,Yes,6.915723448631314
3466,No,Points,Postcard,Medium,1,No,Low,more than 2,more than 1,4,Yes,6.892895416075113
3467,No,Air Miles,Letter,Medium,1,No,Low,2,more than 1,4,No,6.864064590357404
3468,No,Air Miles,Letter,Medium,more than 1,No,High,1,1,4,Yes,6.650602411565179
3469,No,Cash Back,Postcard,High,more than 1,No,High,2,more than 1,5,Yes,7.515072202936889
3470,No,Air Miles,Postcard,Medium,more than 1,No,High,more than 2,1,5,Yes,7.199304862960407
3471,No,Cash Back,Postcard,High,more than 1,No,Medium,1,1,3,Yes,6.889082013716516
3472,No,Cash Back,Postcard,Low,more than 1,No,High,2,1,3,Yes,6.996681488176539
3473,No,Cash Back,Letter,High,1,No,High,more than 2,1,5,Yes,7.220190937775109
3474,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,7.040536390215956
3475,No,Air Miles,Letter,Medium,more than 1,No,High,2,1,3,Yes,6.956069139260688
3476,No,Cash Back,Postcard,Medium,1,No,High,more than 2,1,4,Yes,6.792344427470809
3477,No,Air Miles,Postcard,Medium,1,No,Low,1,1,2,No,6.912494033329311
3478,No,Points,Postcard,Medium,1,No,Medium,more than 2,1,5,Yes,6.881924518947615
3479,No,Points,Postcard,Low,1,No,Low,2,more than 1,4,Yes,6.81536582968879
3480,No,Air Miles,Postcard,Low,1,No,High,2,1,2,Yes,6.558552349882105
3481,No,Points,Postcard,Medium,1,No,Low,1,1,2,Yes,7.157930169347377
3482,No,Air Miles,Postcard,High,1,No,High,more than 2,more than 1,3,Yes,6.932447891572509
3483,No,Air Miles,Letter,Low,more than 1,Yes,Medium,2,1,3,No,6.988874330266929
3484,No,Air Miles,Letter,Low,1,No,Medium,more than 2,1,3,No,6.378850541816241
3485,No,Cash Back,Letter,Low,1,No,Medium,2,1,2,Yes,7.014814351275545
3486,No,Points,Postcard,Medium,1,No,Low,more than 2,1,4,Yes,6.9726062513017535
3487,No,Cash Back,Letter,High,1,No,High,more than 2,1,3,Yes,7.081708586105575
3488,No,Points,Postcard,Low,1,Yes,Medium,2,1,3,Yes,7.14775594736277
3489,No,Air Miles,Letter,Medium,1,No,Low,1,more than 1,4,No,6.96979066990159
3490,No,Points,Postcard,Medium,1,No,Medium,1,more than 1,5,Yes,6.536691597591305
3491,No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,6.76935490924611
3492,No,Cash Back,Postcard,Medium,1,No,High,more than 2,more than 1,3,Yes,6.822469684699777
3493,No,Cash Back,Letter,High,1,No,Medium,1,1,3,Yes,6.989565654179703
3494,No,Air Miles,Postcard,Low,1,No,High,1,1,3,Yes,7.202847329608931
3495,No,Points,Postcard,Medium,more than 1,Yes,Low,more than 2,1,3,Yes,7.0192966537150445
3496,No,Cash Back,Letter,Low,1,No,Low,1,1,3,No,6.984253249954862
3497,No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,6.886020786836131
3498,No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,2,Yes,6.904499986261464
3499,No,Points,Letter,High,1,No,Medium,2,1,5,Yes,6.9241206330684015
3500,No,Cash Back,Letter,Medium,more than 1,No,Medium,1,1,4,Yes,7.091326055176523
3501,No,Points,Postcard,Medium,1,No,High,2,1,2,Yes,6.732806476517595
3502,No,Cash Back,Postcard,Low,1,No,Low,more than 2,1,3,No,7.005789019253503
3503,No,Points,Postcard,Low,1,No,High,2,1,4,No,7.067532954674527
3504,No,Points,Letter,Medium,more than 1,No,Medium,1,1,4,Yes,6.678027599790912
3505,No,Points,Postcard,Medium,1,No,High,1,1,4,No,7.198370545411359
3506,No,Air Miles,Letter,Low,1,Yes,High,2,1,3,Yes,6.492239835020471
3507,No,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,7.122665025369243
3508,No,Points,Postcard,High,more than 1,No,Low,1,1,3,No,6.595780513961311
3509,No,Points,Letter,High,1,No,Low,more than 2,more than 1,2,Yes,7.036368346450113
3510,No,Air Miles,Letter,High,1,No,High,1,1,4,Yes,7.063476153978913
3511,No,Air Miles,Letter,High,more than 1,No,Low,2,more than 1,3,No,7.020190708311925
3512,No,Cash Back,Letter,High,1,No,High,1,1,3,Yes,7.0779199055054605
3513,No,Air Miles,Letter,High,1,No,Low,2,1,6,No,7.078552349924138
3514,No,Air Miles,Letter,Medium,more than 1,No,Low,more than 2,1,6,No,6.995308175989998
3515,No,Points,Letter,High,1,No,High,1,1,3,Yes,7.058543168104206
3516,No,Points,Letter,Medium,1,No,High,more than 2,1,3,Yes,6.900730664045173
3517,No,Points,Letter,Medium,more than 1,No,Medium,2,1,5,Yes,6.906754778648554
3518,No,Air Miles,Postcard,High,more than 1,No,Medium,more than 2,1,3,No,6.645740953278934
3519,No,Points,Letter,Low,1,No,Medium,1,1,4,Yes,6.740223807660818
3520,No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,6.935127225777988
3521,No,Air Miles,Letter,Medium,1,No,Low,more than 2,1,2,Yes,6.916467219584159
3522,No,Cash Back,Letter,High,1,No,Low,2,more than 1,5,Yes,6.466922027036182
3523,No,Air Miles,Letter,High,more than 1,No,Low,2,1,4,No,7.0372472742148915
3524,No,Points,Postcard,High,1,No,Medium,more than 2,1,2,Yes,7.079816040067031
3525,No,Air Miles,Postcard,Low,1,No,Medium,more than 2,1,4,No,6.866672833880907
3526,No,Air Miles,Postcard,High,more than 1,No,Low,2,more than 1,4,Yes,6.912742820493176
3527,No,Air Miles,Postcard,Medium,1,No,Low,1,1,6,No,6.910002751522616
3528,No,Cash Back,Letter,High,1,No,Medium,more than 2,1,3,Yes,6.684924178849973
3529,No,Points,Letter,High,1,No,Medium,2,more than 1,4,Yes,6.974712747107018
3530,No,Points,Postcard,High,1,No,High,more than 2,more than 1,1,No,7.068384924907105
3531,No,Air Miles,Postcard,Medium,1,No,Medium,more than 2,1,3,Yes,6.764750584565133
3532,No,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,6.985410523547741
3533,No,Cash Back,Letter,High,1,No,High,1,1,2,Yes,6.602587892189336
3534,No,Air Miles,Postcard,Medium,1,Yes,High,2,more than 1,3,Yes,6.968850378341948
3535,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,6.966967138613983
3536,No,Cash Back,Postcard,Medium,1,No,High,2,1,4,Yes,6.698268054115413
3537,No,Points,Postcard,Medium,more than 1,No,Medium,more than 2,1,4,Yes,6.561737629517393
3538,No,Air Miles,Letter,Medium,1,No,High,more than 2,more than 1,3,Yes,7.069448867980125
3539,No,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,6.927802974285915
3540,No,Cash Back,Letter,High,1,No,Medium,1,more than 1,5,No,7.147362556327012
3541,No,Points,Letter,Medium,1,No,Low,more than 2,1,2,Yes,6.6123769998958855
3542,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,6.948177193481053
3543,No,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,6.816735880594968
3544,No,Points,Postcard,High,1,Yes,Medium,more than 2,more than 1,4,No,6.914234245079846
3545,No,Air Miles,Letter,High,1,No,Medium,1,1,3,Yes,7.0326242610280065
3546,No,Air Miles,Letter,Medium,1,No,Low,1,1,3,Yes,7.091326055176523
3547,No,Points,Letter,Medium,1,No,High,2,more than 1,4,No,6.555356891810665
3548,No,Air Miles,Letter,Medium,1,Yes,High,1,1,2,Yes,7.154615356913663
3549,No,Air Miles,Letter,Medium,1,No,High,more than 2,1,1,Yes,7.114159506292049
3550,No,Cash Back,Postcard,High,1,No,High,more than 2,1,5,Yes,6.880384082186005
3551,No,Points,Postcard,Low,1,No,Medium,2,1,5,Yes,6.992785528166713
3552,No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,6.617402977974478
3553,No,Points,Letter,Low,1,No,High,1,more than 1,5,Yes,6.878841268817495
3554,No,Air Miles,Letter,Medium,1,No,Low,2,more than 1,5,Yes,6.929272122444386
3555,No,Points,Letter,High,more than 1,No,High,2,1,5,Yes,6.789534647594706
3556,No,Air Miles,Letter,Medium,1,Yes,High,2,1,5,No,6.866933284461882
3557,No,Points,Postcard,Medium,1,No,High,2,more than 1,5,Yes,6.715989263360183
3558,No,Air Miles,Postcard,Medium,more than 1,No,High,2,1,5,Yes,6.852242569051878
3559,No,Points,Letter,Medium,1,No,High,2,1,2,Yes,6.672032945461067
3560,No,Air Miles,Letter,Medium,1,No,High,2,1,4,Yes,6.820562067279759
3561,No,Cash Back,Postcard,High,1,No,Low,1,more than 1,5,Yes,6.53451531816871
3562,No,Points,Letter,Medium,1,No,High,2,1,3,Yes,6.497151993017849
3563,No,Cash Back,Postcard,Low,1,No,Low,more than 2,1,4,Yes,7.096928310725193
3564,No,Air Miles,Letter,Medium,more than 1,No,Low,more than 2,1,2,No,6.930983405101344
3565,No,Air Miles,Letter,Medium,1,No,High,more than 2,1,4,No,7.117813590747692
3566,No,Air Miles,Letter,Medium,1,No,Low,2,1,5,Yes,6.596121985707843
3567,No,Points,Postcard,Low,1,No,Low,1,1,4,Yes,7.1766367219702
3568,No,Air Miles,Postcard,Medium,1,No,Low,2,1,2,Yes,6.4357496470657285
3569,No,Cash Back,Postcard,High,more than 1,No,Low,1,1,4,Yes,6.919436783755975
3570,No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,6.871869000417728
3571,No,Points,Postcard,Medium,1,Yes,Low,2,more than 1,3,No,7.098788776378113
3572,No,Points,Postcard,Medium,1,No,High,more than 2,1,5,Yes,6.783891291759751
3573,No,Cash Back,Letter,High,more than 1,No,High,2,1,5,Yes,7.140453043101158
3574,No,Cash Back,Postcard,Medium,1,No,High,2,more than 1,2,Yes,7.070086690899589
3575,No,Points,Letter,Low,1,Yes,Medium,2,1,4,Yes,6.926086235666861
3576,No,Cash Back,Postcard,Medium,more than 1,No,Low,2,1,4,No,6.7733663759434855
3577,No,Points,Postcard,Medium,1,No,High,1,more than 1,3,Yes,7.020190708311925
3578,No,Cash Back,Letter,Low,1,No,Low,more than 2,1,2,Yes,6.868754541632405
3579,No,Cash Back,Postcard,High,1,No,Low,2,more than 1,2,Yes,6.911000009147026
3580,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,6.977980723871634
3581,No,Cash Back,Letter,Low,1,No,Low,2,more than 1,5,No,6.551437414140218
3582,No,Points,Postcard,Low,1,No,High,2,1,5,Yes,6.7733663759434855
3583,No,Air Miles,Postcard,Medium,1,No,High,more than 2,1,3,Yes,7.17127272443462
3584,No,Air Miles,Letter,Medium,more than 1,No,High,2,more than 1,3,No,6.890100343743416
3585,No,Cash Back,Letter,Medium,more than 1,No,Medium,2,1,5,Yes,7.022868086082641
3586,No,Air Miles,Letter,Medium,more than 1,Yes,Medium,more than 2,more than 1,1,Yes,6.708999415724757
3587,No,Cash Back,Postcard,High,1,No,High,1,1,2,No,7.067746015291078
3588,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,2,Yes,6.741995810487161
3589,No,Points,Letter,Low,1,No,High,2,1,5,No,7.5172490745448295
3590,No,Cash Back,Postcard,Medium,more than 1,No,Low,more than 2,1,4,Yes,7.058543168104206
3591,No,Cash Back,Postcard,Medium,more than 1,No,High,more than 2,1,3,Yes,7.174149872290662
3592,No,Cash Back,Letter,Medium,more than 1,No,High,1,1,2,Yes,7.14401246944173
3593,No,Cash Back,Letter,Medium,1,No,Low,2,1,4,No,6.714777141999654
3594,No,Cash Back,Letter,High,more than 1,No,Low,2,1,3,Yes,7.232010331664759
3595,No,Cash Back,Letter,High,more than 1,No,High,1,1,3,No,6.674876998571031
3596,No,Cash Back,Letter,Medium,1,Yes,High,2,1,4,No,6.9930151229329605
3597,No,Points,Postcard,High,more than 1,No,Medium,2,1,5,No,6.5606769965737
3598,No,Points,Postcard,Medium,1,No,High,2,more than 1,5,No,7.13528917859764
3599,No,Points,Postcard,High,1,No,Low,2,1,4,Yes,7.189356399867916
3600,No,Cash Back,Letter,High,1,No,High,2,1,3,No,6.8829501600631655
3601,No,Air Miles,Postcard,High,1,No,High,1,1,2,No,6.872905001546391
3602,No,Air Miles,Postcard,High,1,No,Medium,more than 2,1,3,No,6.923628628138427
3603,No,Cash Back,Postcard,Medium,1,No,Medium,more than 2,1,3,Yes,6.5475025136955205
3604,No,Air Miles,Letter,Medium,1,No,Medium,1,more than 1,4,No,7.140651121739025
3605,No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,6.614390423394858
3606,No,Points,Letter,Low,more than 1,No,Low,2,more than 1,4,Yes,7.214320438435419
3607,No,Air Miles,Letter,High,1,Yes,Low,2,1,3,No,6.860401582598667
3608,No,Points,Postcard,High,1,No,Low,1,1,3,Yes,6.9598732332442435
3609,No,Points,Postcard,High,1,No,Medium,2,1,3,Yes,7.005562338985049
3610,No,Cash Back,Postcard,High,1,Yes,High,2,1,3,Yes,6.670132406403093
3611,No,Cash Back,Letter,Medium,1,No,Low,1,more than 1,5,Yes,7.069023426578259
3612,No,Cash Back,Letter,Low,1,No,High,2,1,4,Yes,7.05142262879455
3613,No,Points,Letter,Medium,1,No,High,more than 2,1,4,Yes,6.932447891572509
3614,No,Cash Back,Letter,Low,1,No,High,1,more than 1,4,Yes,7.221470528480734
3615,No,Points,Letter,Medium,1,No,Low,1,1,3,Yes,6.519147287940395
3616,No,Cash Back,Postcard,Medium,more than 1,No,Medium,1,1,2,Yes,6.847474348097207
3617,No,Points,Letter,Medium,1,No,Low,2,1,2,No,6.826545223556594
3618,No,Air Miles,Letter,Medium,1,No,Medium,more than 2,1,4,Yes,7.104554854956745
3619,No,Cash Back,Postcard,Low,1,No,Low,more than 2,1,5,Yes,6.964135612418245
3620,No,Points,Postcard,Medium,1,Yes,Medium,1,1,2,Yes,6.9474566458336895
3621,No,Air Miles,Letter,High,1,No,Low,2,more than 1,5,No,6.783891291759751
3622,No,Air Miles,Postcard,Medium,more than 1,No,High,2,more than 1,5,Yes,7.148345743900068
3623,No,Air Miles,Postcard,Low,1,Yes,Low,2,more than 1,5,Yes,6.879098569732332
3624,No,Cash Back,Letter,High,more than 1,No,High,2,1,4,Yes,6.867453982208612
3625,No,Points,Postcard,Low,1,No,High,2,more than 1,4,Yes,6.623733167361843
3626,No,Air Miles,Postcard,High,more than 1,No,High,2,1,5,Yes,6.641834698311869
3627,No,Cash Back,Letter,High,more than 1,No,High,1,1,3,Yes,6.866151729127062
3628,No,Air Miles,Letter,Low,more than 1,No,Low,2,1,2,No,7.0357086432925975
3629,No,Points,Letter,Medium,more than 1,No,Medium,more than 2,1,4,Yes,6.698884386954646
3630,No,Air Miles,Letter,Medium,1,Yes,High,2,1,3,Yes,6.939011668632691
3631,No,Cash Back,Letter,Medium,1,No,High,2,1,2,No,6.658331918647447
3632,No,Points,Letter,Medium,1,No,High,2,1,3,Yes,6.725933597229833
3633,No,Cash Back,Postcard,Medium,more than 1,No,High,2,more than 1,5,Yes,7.015936811826665
3634,No,Points,Postcard,Medium,1,Yes,High,1,1,2,Yes,6.810693566139006
3635,No,Air Miles,Letter,Low,1,Yes,High,1,1,3,Yes,7.136880901973894
3636,No,Points,Letter,Medium,1,Yes,Low,more than 2,1,2,Yes,7.0806576138596
3637,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,Yes,6.595438925571996
3638,No,Points,Letter,Low,1,No,Low,1,more than 1,3,Yes,6.482342533064276
3639,No,Points,Postcard,High,more than 1,Yes,Medium,1,more than 1,5,Yes,7.028201432058005
3640,No,Points,Letter,High,1,No,High,1,more than 1,5,No,7.038783541388542
3641,No,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,7.157930169347377
3642,No,Cash Back,Letter,Low,1,No,High,more than 2,1,4,Yes,6.979843355376391
3643,No,Points,Letter,Medium,1,No,Low,more than 2,1,3,Yes,6.949376953672957
3644,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,6.881154597184958
3645,No,Air Miles,Postcard,Medium,1,No,Low,2,1,2,Yes,6.949376953672957
3646,No,Cash Back,Letter,Medium,more than 1,Yes,Medium,2,1,4,No,7.031078495014136
3647,No,Points,Letter,Medium,1,No,Medium,1,1,5,Yes,7.061977384829925
3648,No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,6.650279048587422
3649,No,Air Miles,Letter,Low,1,No,Medium,2,1,4,Yes,6.732508635860144
3650,No,Cash Back,Letter,Medium,1,No,Low,2,more than 1,4,No,6.988874330266929
3651,No,Points,Letter,Low,1,No,Medium,1,1,3,No,6.954638864880987
3652,No,Air Miles,Letter,Low,1,No,Low,2,1,3,Yes,7.090701640544934
3653,No,Cash Back,Postcard,Low,1,No,High,1,1,3,No,6.751393823857714
3654,No,Air Miles,Letter,High,1,No,High,2,1,3,Yes,6.809591030194905
3655,No,Cash Back,Letter,High,more than 1,No,High,2,1,2,Yes,7.404583393104274
3656,No,Cash Back,Postcard,Medium,1,No,Medium,more than 2,1,4,Yes,6.832762299940707
3657,No,Cash Back,Postcard,High,1,No,Low,2,1,4,Yes,7.003747044635864
3658,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,Yes,6.834108738813838
3659,No,Air Miles,Letter,Medium,1,No,High,1,1,4,No,7.513845626973909
3660,No,Cash Back,Postcard,Medium,1,Yes,Medium,1,more than 1,3,No,6.8775537702490155
3661,No,Points,Letter,Medium,1,No,Medium,2,1,6,Yes,6.850655686941565
3662,No,Points,Letter,Low,more than 1,Yes,High,more than 2,1,3,Yes,6.986335379104994
3663,No,Cash Back,Letter,High,more than 1,Yes,Low,more than 2,1,4,Yes,6.646390514847729
3664,No,Air Miles,Letter,Medium,1,No,Medium,more than 2,1,3,Yes,7.207674669098396
3665,No,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,7.06069093525285
3666,No,Points,Letter,High,1,No,Medium,2,more than 1,4,No,7.2856778840839
3667,No,Air Miles,Postcard,High,more than 1,No,High,2,more than 1,4,No,6.7595452518169505
3668,No,Air Miles,Postcard,Low,1,No,Medium,2,1,4,No,6.463809184055691
3669,No,Cash Back,Postcard,Medium,1,No,Low,2,more than 1,4,Yes,6.890609120147166
3670,No,Air Miles,Letter,High,1,Yes,High,2,1,5,No,7.210264385677087
3671,No,Air Miles,Postcard,High,more than 1,No,Low,1,1,3,No,6.908255154023788
3672,No,Points,Letter,Medium,1,No,Medium,more than 2,1,3,Yes,6.90600374594333
3673,No,Points,Postcard,Medium,more than 1,No,Medium,1,1,1,Yes,6.862496372576522
3674,No,Air Miles,Letter,Low,1,No,High,2,more than 1,1,Yes,7.030194126174715
3675,No,Points,Letter,Medium,1,No,High,1,1,2,No,6.80599937002775
3676,No,Air Miles,Postcard,High,1,No,High,2,1,5,No,6.900478870011361
3677,No,Points,Letter,Medium,1,Yes,Low,2,more than 1,4,No,7.069023426578259
3678,No,Cash Back,Letter,Low,more than 1,No,Medium,2,1,4,Yes,6.757804102218633
3679,No,Air Miles,Postcard,Low,1,No,High,more than 2,1,4,Yes,7.097342046767504
3680,No,Cash Back,Postcard,Medium,1,No,Medium,1,more than 1,4,No,6.962006693814053
3681,No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,3,No,7.044469102297959
3682,No,Air Miles,Postcard,Low,1,Yes,Medium,2,1,4,Yes,6.854090754396444
3683,No,Air Miles,Letter,High,more than 1,Yes,Low,2,1,5,Yes,6.9280479822498995
3684,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,6.850390961592566
3685,No,Cash Back,Letter,High,1,Yes,Low,more than 2,1,5,Yes,7.305860032684009
3686,No,Points,Letter,Low,1,No,Low,more than 2,1,4,Yes,6.880640986490565
3687,No,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,6.589957582625733
3688,No,Cash Back,Postcard,Medium,1,No,High,more than 2,1,1,Yes,6.8128949979581765
3689,No,Points,Postcard,Medium,more than 1,No,Low,1,1,3,Yes,7.008731196322139
3690,No,Cash Back,Postcard,High,more than 1,No,Medium,more than 2,1,2,Yes,7.156371626269378
3691,No,Cash Back,Letter,Medium,1,No,Low,more than 2,more than 1,4,No,6.522827822091521
3692,No,Air Miles,Postcard,High,1,No,High,2,1,3,No,6.791783102729716
3693,No,Points,Letter,Medium,1,No,Low,2,1,4,No,6.941431805341521
3694,No,Points,Letter,Low,1,No,Medium,1,1,5,Yes,7.2474366465442985
3695,No,Air Miles,Letter,High,1,No,Medium,1,1,1,No,7.027314514039777
3696,No,Air Miles,Postcard,Medium,1,No,Medium,2,more than 1,4,No,6.5478608724164316
3697,No,Air Miles,Letter,Low,1,No,High,2,1,5,No,7.097755611703093
3698,No,Cash Back,Postcard,Low,more than 1,No,High,1,more than 1,3,Yes,6.834646807161499
3699,No,Air Miles,Postcard,Low,more than 1,No,High,2,1,6,Yes,6.988643782715475
3700,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,7.190864411463781
3701,No,Air Miles,Letter,Medium,1,No,Low,2,1,4,Yes,6.728927611442439
3702,No,Air Miles,Letter,Low,more than 1,No,Medium,2,1,4,Yes,6.814817283322868
3703,No,Cash Back,Letter,Low,1,No,Low,1,1,2,No,7.193685818395112
3704,No,Air Miles,Letter,Medium,1,No,High,1,more than 1,5,No,7.106606137727303
3705,No,Cash Back,Letter,Low,more than 1,No,Low,2,more than 1,4,Yes,6.890609120147166
3706,No,Points,Letter,Low,1,No,Low,1,more than 1,4,Yes,6.603266088213975
3707,No,Points,Postcard,High,1,No,Low,1,1,2,No,6.70073110954781
3708,No,Air Miles,Postcard,Medium,1,No,Low,2,more than 1,4,Yes,7.13189833062943
3709,No,Points,Postcard,Medium,1,No,Medium,2,1,1,Yes,6.852770970649377
3710,No,Air Miles,Letter,Low,1,No,High,2,1,5,Yes,6.941431805341521
3711,No,Points,Postcard,Low,1,No,Medium,2,1,2,Yes,6.917953103958583
3712,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,7.06497268018018
3713,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,7.029530335908058
3714,No,Cash Back,Postcard,Medium,1,No,Low,1,more than 1,5,No,7.029087564149662
3715,No,Cash Back,Postcard,Low,1,No,Medium,2,1,3,No,7.0431599159883405
3716,No,Air Miles,Postcard,Medium,1,No,Low,2,1,3,No,6.934153752836668
3717,No,Air Miles,Postcard,Medium,more than 1,Yes,Medium,2,1,4,Yes,6.7903784108285645
3718,No,Cash Back,Postcard,Medium,1,No,High,1,more than 1,3,Yes,6.982862751468942
3719,No,Air Miles,Letter,Medium,more than 1,No,High,2,1,3,Yes,6.948177193481053
3720,No,Air Miles,Letter,Medium,more than 1,No,Low,2,1,3,Yes,7.026870759872299
3721,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,6.758965205396975
3722,No,Points,Letter,Low,1,No,Medium,2,1,3,Yes,6.902742737158593
3723,No,Points,Letter,Low,1,No,Medium,1,1,6,Yes,6.841615476477592
3724,No,Points,Letter,Low,1,No,High,2,1,3,Yes,7.392801449760641
3725,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,2,No,7.126489121807647
3726,No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,6.969320634640292
3727,No,Cash Back,Postcard,High,1,No,Low,2,1,1,No,6.996681488176539
3728,No,Air Miles,Letter,Low,1,No,High,2,1,3,Yes,7.201357293944908
3729,No,Points,Postcard,Medium,1,No,High,1,1,4,No,6.85751406254539
3730,No,Points,Letter,Medium,1,No,Medium,more than 2,1,1,No,6.836259277277067
3731,No,Air Miles,Postcard,Medium,1,No,High,1,1,3,No,6.646715137476777
3732,No,Air Miles,Postcard,High,1,No,High,2,1,3,Yes,6.974712747107018
3733,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,No,6.942398222425677
3734,No,Cash Back,Postcard,Medium,more than 1,No,High,more than 2,1,2,Yes,7.345526221842217
3735,No,Cash Back,Letter,Medium,more than 1,No,Medium,2,1,5,Yes,7.156761489822074
3736,No,Points,Postcard,Low,1,No,Medium,1,1,3,No,6.95868600765068
3737,No,Points,Postcard,Medium,1,No,Medium,more than 2,1,4,Yes,7.032182857357189
3738,No,Points,Letter,Low,1,No,Medium,1,1,3,Yes,6.898209866138606
3739,No,Cash Back,Letter,High,1,No,High,2,1,5,Yes,6.615730457096219
3740,No,Air Miles,Postcard,Medium,1,No,High,2,1,2,No,7.234357538664577
3741,No,Cash Back,Letter,High,1,No,Low,2,more than 1,3,Yes,6.93171591642698
3742,No,Points,Letter,Low,1,No,Medium,2,1,2,No,6.9726062513017535
3743,No,Cash Back,Letter,Medium,1,No,Low,more than 2,1,4,Yes,6.75110146893676
3744,No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,6.513230110912307
3745,No,Points,Letter,High,more than 1,No,Low,more than 2,1,5,Yes,6.8966943316227125
3746,No,Cash Back,Letter,High,1,Yes,Low,2,more than 1,4,Yes,6.907505247726927
3747,No,Air Miles,Letter,Low,1,No,Medium,2,1,3,No,7.290122335844324
3748,No,Cash Back,Letter,High,1,No,Low,more than 2,1,3,Yes,6.866151729127062
3749,No,Points,Postcard,Medium,more than 1,No,High,2,1,4,Yes,7.298445101508147
3750,No,Air Miles,Postcard,Low,1,No,Low,2,1,6,Yes,6.578556526327422
3751,No,Cash Back,Letter,Low,1,No,High,2,1,4,No,6.899975091663174
3752,No,Air Miles,Postcard,High,more than 1,No,High,2,1,3,Yes,6.712652387823449
3753,No,Cash Back,Postcard,Medium,1,No,Low,1,1,3,No,7.000562328568344
3754,No,Points,Letter,Medium,1,No,High,more than 2,more than 1,4,Yes,7.3098814858247865
3755,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,7.142036574706803
3756,No,Points,Letter,Medium,1,No,Medium,1,more than 1,3,Yes,7.049905671086815
3757,No,Air Miles,Letter,High,1,No,Low,2,1,5,Yes,7.020414097121075
3758,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,6.630683385642372
3759,No,Cash Back,Postcard,Medium,1,Yes,High,2,1,4,Yes,7.075174681523985
3760,No,Points,Letter,Medium,more than 1,No,High,1,1,3,No,7.16142803533117
3761,No,Cash Back,Letter,Medium,1,Yes,Medium,2,1,3,Yes,7.473211123399243
3762,No,Cash Back,Letter,High,more than 1,No,Medium,1,1,5,Yes,6.683673787939951
